# datasetName, datasetSize, codeMethod, CodeSize, Precision, Recall, FScore
Resources/names/deletions.txt,1600,soundex,10,0.9537248,0.26736695,0.41764998
Resources/names/same_sounded.txt,1600,soundex,10,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1600,soundex,11,0.988889,0.20915835,0.34528583
Resources/names/subs.txt,1600,soundex,11,0.9604026,0.16088745,0.27560526
Resources/names/deletions.txt,1600,soundex,11,0.9537248,0.26682585,0.41698954
Resources/names/same_sounded.txt,1600,soundex,11,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1600,soundex,12,0.988889,0.2085523,0.34445956
Resources/names/subs.txt,1600,soundex,12,0.9604026,0.16027732,0.27470955
Resources/names/deletions.txt,1600,soundex,12,0.9537248,0.26682585,0.41698954
Resources/names/same_sounded.txt,1600,soundex,12,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,2,0.35771865,0.7048819,0.47458923
Resources/names/subs.txt,1800,soundex,2,0.3524581,0.70450306,0.46985227
Resources/names/deletions.txt,1800,soundex,2,0.24262527,0.7112281,0.3618206
Resources/names/same_sounded.txt,1800,soundex,2,0.5789473,0.9846492,0.72916514
Resources/names/additions.txt,1800,soundex,3,0.6692169,0.5735328,0.61769134
Resources/names/subs.txt,1800,soundex,3,0.6811896,0.5579966,0.61346954
Resources/names/deletions.txt,1800,soundex,3,0.6190608,0.5844027,0.60123265
Resources/names/same_sounded.txt,1800,soundex,3,0.84210527,0.9846492,0.9078158
Resources/names/additions.txt,1800,soundex,4,0.86155236,0.4496212,0.5908786
Resources/names/subs.txt,1800,soundex,4,0.843192,0.43448776,0.5734717
Resources/names/deletions.txt,1800,soundex,4,0.8274079,0.45064473,0.58349246
Resources/names/same_sounded.txt,1800,soundex,4,0.9605263,0.9802632,0.97029436
Resources/names/additions.txt,1800,soundex,5,0.9309905,0.33604494,0.49383724
Resources/names/subs.txt,1800,soundex,5,0.91136134,0.29835865,0.44954625
Resources/names/deletions.txt,1800,soundex,5,0.90845937,0.36049747,0.51616776
Resources/names/same_sounded.txt,1800,soundex,5,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,6,0.9580853,0.2621453,0.41165593
Resources/names/subs.txt,1800,soundex,6,0.9314485,0.2321128,0.37161964
Resources/names/deletions.txt,1800,soundex,6,0.929254,0.3040087,0.45813644
Resources/names/same_sounded.txt,1800,soundex,6,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,7,0.9627977,0.22901651,0.37001836
Resources/names/subs.txt,1800,soundex,7,0.9366072,0.18665834,0.31128088
Resources/names/deletions.txt,1800,soundex,7,0.93930596,0.27979556,0.43115953
Resources/names/same_sounded.txt,1800,soundex,7,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,8,0.9702381,0.21612565,0.353506
Resources/names/subs.txt,1800,soundex,8,0.94255954,0.17069514,0.28904498
Resources/names/deletions.txt,1800,soundex,8,0.94408417,0.27301025,0.42354095
Resources/names/same_sounded.txt,1800,soundex,8,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,9,0.97619057,0.21066032,0.34653825
Resources/names/subs.txt,1800,soundex,9,0.94851196,0.16452631,0.28041297
Resources/names/deletions.txt,1800,soundex,9,0.9474972,0.26975983,0.4199552
Resources/names/same_sounded.txt,1800,soundex,9,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,10,0.9821429,0.20795467,0.34323442
Resources/names/subs.txt,1800,soundex,10,0.9529762,0.15846573,0.27174443
Resources/names/deletions.txt,1800,soundex,10,0.95091015,0.26793143,0.418067
Resources/names/same_sounded.txt,1800,soundex,10,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,11,0.9821429,0.20687242,0.34175888
Resources/names/subs.txt,1800,soundex,11,0.9544643,0.15738347,0.27021128
Resources/names/deletions.txt,1800,soundex,11,0.95091015,0.26744387,0.41747323
Resources/names/same_sounded.txt,1800,soundex,11,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,1800,soundex,12,0.9821429,0.2063313,0.34102014
Resources/names/subs.txt,1800,soundex,12,0.9544643,0.15684235,0.26941335
Resources/names/deletions.txt,1800,soundex,12,0.95091015,0.26744387,0.41747323
Resources/names/same_sounded.txt,1800,soundex,12,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,2,0.3390319,0.7099819,0.4589196
Resources/names/subs.txt,2000,soundex,2,0.3346396,0.703362,0.45351145
Resources/names/deletions.txt,2000,soundex,2,0.24262527,0.7112281,0.3618206
Resources/names/same_sounded.txt,2000,soundex,2,0.5789473,0.9846492,0.72916514
Resources/names/additions.txt,2000,soundex,3,0.66460705,0.5779775,0.61827254
Resources/names/subs.txt,2000,soundex,3,0.6798,0.55803263,0.61292714
Resources/names/deletions.txt,2000,soundex,3,0.6190608,0.5844027,0.60123265
Resources/names/same_sounded.txt,2000,soundex,3,0.84210527,0.9846492,0.9078158
Resources/names/additions.txt,2000,soundex,4,0.8513323,0.45868304,0.5961636
Resources/names/subs.txt,2000,soundex,4,0.8371915,0.43655458,0.573866
Resources/names/deletions.txt,2000,soundex,4,0.8274079,0.45064473,0.58349246
Resources/names/same_sounded.txt,2000,soundex,4,0.9605263,0.9802632,0.97029436
Resources/names/additions.txt,2000,soundex,5,0.93189067,0.3416356,0.49997717
Resources/names/subs.txt,2000,soundex,5,0.9136669,0.30431277,0.45656016
Resources/names/deletions.txt,2000,soundex,5,0.90845937,0.36049747,0.51616776
Resources/names/same_sounded.txt,2000,soundex,5,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,6,0.9569964,0.2661536,0.41647878
Resources/names/subs.txt,2000,soundex,6,0.93539435,0.23041551,0.36975047
Resources/names/deletions.txt,2000,soundex,6,0.929254,0.3040087,0.45813644
Resources/names/same_sounded.txt,2000,soundex,6,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,7,0.96657765,0.23186967,0.37401733
Resources/names/subs.txt,2000,soundex,7,0.9400538,0.18376711,0.30743507
Resources/names/deletions.txt,2000,soundex,7,0.93930596,0.27979556,0.43115953
Resources/names/same_sounded.txt,2000,soundex,7,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,8,0.973262,0.21785785,0.35602254
Resources/names/subs.txt,2000,soundex,8,0.94543016,0.16706558,0.28395405
Resources/names/deletions.txt,2000,soundex,8,0.94408417,0.27301025,0.42354095
Resources/names/same_sounded.txt,2000,soundex,8,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,9,0.9786097,0.21197554,0.3484695
Resources/names/subs.txt,2000,soundex,9,0.9508065,0.16100498,0.27537864
Resources/names/deletions.txt,2000,soundex,9,0.9474972,0.26975983,0.4199552
Resources/names/same_sounded.txt,2000,soundex,9,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,10,0.9839573,0.20954481,0.34550947
Resources/names/subs.txt,2000,soundex,10,0.95483875,0.15553088,0.26749092
Resources/names/deletions.txt,2000,soundex,10,0.95091015,0.26793143,0.418067
Resources/names/same_sounded.txt,2000,soundex,10,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,11,0.9839573,0.2085725,0.3441867
Resources/names/subs.txt,2000,soundex,11,0.95618284,0.15455337,0.2660961
Resources/names/deletions.txt,2000,soundex,11,0.95091015,0.26744387,0.41747323
Resources/names/same_sounded.txt,2000,soundex,11,0.9868421,0.9802632,0.9835416
Resources/names/additions.txt,2000,soundex,12,0.9839573,0.20808637,0.34352452
Resources/names/subs.txt,2000,soundex,12,0.95618284,0.15406461,0.26537135
Resources/names/deletions.txt,2000,soundex,12,0.95091015,0.26744387,0.41747323
Resources/names/same_sounded.txt,2000,soundex,12,0.9868421,0.9802632,0.9835416
